1.1289,1.0809,1.0331,0.98552,0.93818,0.89113,0.84441,0.7981,0.75226,0.70698,0.66239,0.61862,0.57586,0.53437,0.49445,0.45652,0.42112,0.38893,0.36083,0.33783,0.31668,0.29566,0.27478,0.25359,0.2324,0.21137,0.19057,0.16939,0.14812,0.1271,0.10648,0.08536,0.06387,0.0429,0.023863,0.0095397,0,0.014794,0.043369,0.069546,0.097141,0.12433,0.15301,0.18969,0.23141,0.2759,0.32201,0.36913,0.41693,0.46519,0.51378,0.56262,0.61164,0.66082,0.7101,0.75949,0.80894,0.85846,0.90803,0.95765,1.0073,1.057,1.1067,1.1564,1.2062,1.256,1.3058,1.3556,1.4054,1.4553,1.5051,1.555,1.6048,1.6547,1.7046,1.7545,1.8044,1.8543,1.9042,1.9541,2.004,2.0539,2.1039,2.1538,2.2037,2.2536,2.3036,2.3535,2.4035,2.4534,2.5033,2.5533,2.6032,2.6532,2.7032,2.7531,2.8031,2.853,2.903,2.9529,3.0029,3.0529,3.1028,3.1528,3.2028,3.2527,3.3027,3.3527,3.4026,3.4526,3.5026,3.5526,3.5884,3.5537,3.5194,3.4855,3.452,3.4189,3.3862,3.3539,3.3221,3.2907,3.2597,3.2293,3.1993,3.1699,3.141,3.1126,3.0847,3.0574,3.0307,3.0046,2.9791,2.9543,2.93,2.9065,2.8836,2.8614,2.8399,2.8191,2.799,2.7798,2.7612,2.729,2.6888,2.6489,2.6094,2.5702,2.5314,2.4931,2.4551,2.4176,2.3805,2.3439,2.3078,2.2723,2.2372,2.2028,2.169,2.1358,2.1033,2.0715,2.0404,2.01,1.9805,1.9518,1.924,1.897,1.8711,1.8461,1.8221,1.7993,1.7775,1.7569,1.7374,1.7193,1.7023,1.6867,1.6725,1.6596,1.6482,1.6382,1.6297,1.6226,1.6171,1.6131,1.6107,1.6098,1.6095,1.6092,1.6089,1.6086,1.6083,1.6089,1.611,1.6147,1.6199,1.6267,1.6349,1.6447,1.6558,1.6684,1.6824,1.6978,1.7145,1.7324,1.7516,1.772,1.7936,1.8163,1.8401,1.8649,1.8907,1.9174,1.9451,1.9737,2.003,2.0333,2.0642,2.0959,2.1283,2.1614,2.1951,2.2295,2.2644,2.2999,2.3359,2.3724,2.4094,2.4468,2.4847,2.523,2.5618,2.6009,2.6403,2.6802,2.7203,2.7608,2.8016,2.8427,2.8841,2.9257,2.9676,3.0097,3.0521,3.0947,3.1375,3.1806,3.2238,3.2672,3.3109,3.3547,3.3986,3.4427,3.487,3.5315
1.1162,1.0677,1.0193,0.97098,0.9229,0.87502,0.8274,0.78008,0.73311,0.68658,0.64056,0.59519,0.55062,0.50706,0.4648,0.42423,0.38588,0.35047,0.319,0.29273,0.2714,0.25027,0.2293,0.20851,0.18716,0.16598,0.14504,0.12448,0.10299,0.081691,0.060891,0.041354,0.019904,0,0,0.0019753,0.032013,0.056552,0.084598,0.11133,0.1389,0.16612,0.19347,0.22361,0.25994,0.30023,0.34309,0.38766,0.43342,0.48002,0.52725,0.57494,0.623,0.67134,0.71991,0.76866,0.81756,0.86659,0.91572,0.96494,1.0142,1.0636,1.113,1.1625,1.212,1.2616,1.3111,1.3608,1.4104,1.4601,1.5098,1.5595,1.6092,1.6589,1.7087,1.7585,1.8083,1.8581,1.9079,1.9577,2.0075,2.0573,2.1072,2.157,2.2069,2.2568,2.3066,2.3565,2.4064,2.4563,2.5061,2.556,2.6059,2.6558,2.7057,2.7557,2.8056,2.8555,2.9054,2.9553,3.0052,3.0552,3.1051,3.155,3.205,3.2549,3.3048,3.3548,3.4047,3.4546,3.5046,3.5545,3.5527,3.5177,3.483,3.4488,3.4149,3.3814,3.3483,3.3157,3.2835,3.2517,3.2204,3.1896,3.1593,3.1294,3.1001,3.0714,3.0431,3.0155,2.9884,2.9619,2.936,2.9108,2.8862,2.8623,2.839,2.8165,2.7946,2.7735,2.7531,2.7335,2.7147,2.6967,2.6592,2.6188,2.5788,2.5392,2.4999,2.4611,2.4226,2.3846,2.347,2.3098,2.2732,2.2371,2.2015,2.1666,2.1322,2.0984,2.0653,2.0329,2.0012,1.9702,1.9401,1.9108,1.8823,1.8548,1.8282,1.8027,1.7781,1.7547,1.7323,1.7112,1.6912,1.6725,1.6551,1.6391,1.6244,1.6112,1.5994,1.5891,1.5803,1.573,1.5673,1.5632,1.5607,1.5598,1.5595,1.5592,1.5589,1.5586,1.5583,1.5589,1.5611,1.5649,1.5703,1.5773,1.5858,1.5958,1.6073,1.6203,1.6347,1.6505,1.6677,1.6861,1.7058,1.7268,1.7489,1.7722,1.7965,1.8219,1.8483,1.8757,1.904,1.9331,1.9631,1.9939,2.0255,2.0578,2.0908,2.1245,2.1588,2.1937,2.2291,2.2652,2.3017,2.3388,2.3763,2.4142,2.4526,2.4915,2.5307,2.5703,2.6102,2.6505,2.6911,2.732,2.7732,2.8147,2.8565,2.8985,2.9408,2.9833,3.0261,3.069,3.1122,3.1556,3.1992,3.2429,3.2869,3.331,3.3752,3.4197,3.4643,3.509
1.1057,1.0566,1.0077,0.95884,0.91011,0.86153,0.81312,0.76491,0.71695,0.66929,0.622,0.57516,0.52891,0.4834,0.43886,0.39564,0.35421,0.31527,0.27986,0.24951,0.22624,0.20497,0.18386,0.163,0.14214,0.12073,0.099575,0.078886,0.058583,0.036731,0.015308,0,0,0.009182,0.027733,0.043653,0.072272,0.098384,0.12623,0.15315,0.18069,0.20793,0.2353,0.26272,0.29426,0.33039,0.36977,0.41146,0.45483,0.49944,0.54498,0.59125,0.63808,0.68536,0.733,0.78093,0.82911,0.87749,0.92605,0.97475,1.0236,1.0725,1.1215,1.1706,1.2198,1.2691,1.3184,1.3677,1.4171,1.4666,1.516,1.5656,1.6151,1.6647,1.7143,1.7639,1.8135,1.8632,1.9128,1.9625,2.0122,2.062,2.1117,2.1614,2.2112,2.261,2.3107,2.3605,2.4103,2.4601,2.5099,2.5598,2.6096,2.6594,2.7093,2.7591,2.809,2.8588,2.9087,2.9585,3.0084,3.0583,3.1082,3.158,3.2079,3.2578,3.3077,3.3576,3.4075,3.4574,3.5073,3.5531,3.5174,3.482,3.447,3.4124,3.3781,3.3443,3.3108,3.2778,3.2452,3.2131,3.1814,3.1502,3.1195,3.0893,3.0596,3.0304,3.0018,2.9738,2.9463,2.9194,2.8932,2.8676,2.8426,2.8183,2.7947,2.7718,2.7496,2.7281,2.7074,2.6874,2.6683,2.6499,2.6302,2.5894,2.5489,2.5088,2.4691,2.4297,2.3907,2.3522,2.314,2.2764,2.2392,2.2025,2.1664,2.1308,2.0959,2.0615,2.0278,1.9947,1.9624,1.9309,1.9001,1.8702,1.8411,1.813,1.7858,1.7596,1.7344,1.7104,1.6874,1.6657,1.6452,1.626,1.6081,1.5916,1.5765,1.5628,1.5507,1.54,1.531,1.5235,1.5176,1.5134,1.5107,1.5098,1.5095,1.5092,1.5089,1.5086,1.5083,1.5089,1.5112,1.5151,1.5207,1.5279,1.5367,1.547,1.5589,1.5723,1.5871,1.6034,1.621,1.64,1.6603,1.6818,1.7045,1.7284,1.7533,1.7793,1.8064,1.8344,1.8633,1.8931,1.9237,1.9551,1.9873,2.0202,2.0538,2.0881,2.123,2.1584,2.1945,2.2311,2.2682,2.3057,2.3438,2.3823,2.4212,2.4605,2.5002,2.5402,2.5807,2.6214,2.6624,2.7038,2.7454,2.7873,2.8295,2.8719,2.9146,2.9575,3.0006,3.044,3.0875,3.1312,3.1751,3.2192,3.2635,3.3079,3.3525,3.3972,3.4421,3.4871
1.0973,1.0479,0.9985,0.94917,0.89992,0.85076,0.8017,0.75276,0.70398,0.65537,0.60699,0.5589,0.51118,0.46393,0.41733,0.37161,0.32715,0.28453,0.24472,0.20932,0.18096,0.15983,0.13853,0.11749,0.096881,0.075891,0.054314,0.033295,0.015332,0,0,0.021201,0.036796,0.053743,0.071712,0.090094,0.11364,0.14022,0.16797,0.19499,0.22251,0.24976,0.27714,0.30454,0.33258,0.36494,0.40094,0.43968,0.48051,0.52293,0.56659,0.61123,0.65663,0.70266,0.7492,0.79616,0.84347,0.89108,0.93893,0.98699,1.0352,1.0836,1.1322,1.1809,1.2296,1.2785,1.3275,1.3765,1.4256,1.4747,1.524,1.5732,1.6225,1.6719,1.7213,1.7707,1.8201,1.8696,1.9191,1.9686,2.0182,2.0678,2.1174,2.167,2.2166,2.2663,2.3159,2.3656,2.4153,2.465,2.5147,2.5644,2.6142,2.6639,2.7137,2.7635,2.8132,2.863,2.9128,2.9626,3.0124,3.0622,3.112,3.1618,3.2117,3.2615,3.3113,3.3612,3.411,3.4609,3.5107,3.5185,3.4824,3.4467,3.4113,3.3763,3.3417,3.3074,3.2736,3.2402,3.2073,3.1747,3.1427,3.1111,3.08,3.0494,3.0193,2.9897,2.9607,2.9323,2.9044,2.8772,2.8506,2.8245,2.7992,2.7745,2.7505,2.7272,2.7047,2.6828,2.6618,2.6415,2.622,2.6033,2.5855,2.5605,2.5196,2.479,2.4388,2.3989,2.3595,2.3204,2.2817,2.2435,2.2058,2.1686,2.1319,2.0957,2.0601,2.0252,1.9908,1.9572,1.9242,1.892,1.8606,1.83,1.8003,1.7715,1.7437,1.7169,1.6911,1.6664,1.6429,1.6205,1.5995,1.5797,1.5613,1.5442,1.5287,1.5146,1.502,1.491,1.4817,1.4739,1.4679,1.4635,1.4608,1.4598,1.4595,1.4592,1.4589,1.4586,1.4583,1.4589,1.4613,1.4654,1.4711,1.4786,1.4876,1.4983,1.5106,1.5244,1.5397,1.5564,1.5746,1.5942,1.615,1.6371,1.6604,1.6849,1.7105,1.7372,1.7648,1.7935,1.823,1.8535,1.8847,1.9168,1.9496,1.9832,2.0174,2.0522,2.0877,2.1238,2.1604,2.1976,2.2352,2.2734,2.3119,2.3509,2.3904,2.4302,2.4704,2.5109,2.5518,2.5929,2.6344,2.6762,2.7183,2.7606,2.8032,2.846,2.8891,2.9323,2.9758,3.0195,3.0634,3.1074,3.1517,3.1961,3.2407,3.2854,3.3303,3.3753,3.4204,3.4657
1.0912,1.0415,0.99175,0.94207,0.89242,0.84282,0.79327,0.74378,0.69436,0.64504,0.59582,0.54675,0.49786,0.44922,0.40091,0.35307,0.30592,0.25984,0.21552,0.17429,0.13895,0.11488,0.09346,0.072102,0.051289,0.032101,0.011919,0,0.015253,0.030086,0.046645,0.064548,0.082927,0.10096,0.11839,0.13624,0.15533,0.18207,0.20976,0.23682,0.26433,0.29159,0.31898,0.34636,0.37367,0.40274,0.43562,0.47153,0.50981,0.54998,0.59165,0.63452,0.67837,0.72302,0.76833,0.81418,0.8605,0.90721,0.95426,1.0016,1.0492,1.097,1.1449,1.1931,1.2414,1.2898,1.3383,1.387,1.4357,1.4845,1.5334,1.5824,1.6314,1.6805,1.7297,1.7788,1.8281,1.8773,1.9267,1.976,2.0254,2.0748,2.1242,2.1737,2.2232,2.2727,2.3222,2.3717,2.4213,2.4709,2.5205,2.5701,2.6197,2.6694,2.719,2.7687,2.8184,2.8681,2.9178,2.9675,3.0172,3.0669,3.1167,3.1664,3.2162,3.2659,3.3157,3.3655,3.4153,3.4651,3.5149,3.4842,3.4478,3.4117,3.376,3.3406,3.3056,3.271,3.2368,3.203,3.1696,3.1367,3.1043,3.0723,3.0408,3.0098,2.9793,2.9493,2.9199,2.8911,2.8629,2.8352,2.8082,2.7818,2.756,2.7309,2.7066,2.6829,2.66,2.6378,2.6163,2.5957,2.5759,2.5569,2.5387,2.5214,2.491,2.4499,2.4092,2.3688,2.3289,2.2893,2.2501,2.2113,2.173,2.1352,2.0979,2.0612,2.025,1.9894,1.9545,1.9202,1.8866,1.8537,1.8217,1.7904,1.76,1.7306,1.7021,1.6745,1.6481,1.6228,1.5986,1.5756,1.554,1.5336,1.5146,1.4971,1.481,1.4664,1.4535,1.4421,1.4324,1.4244,1.4181,1.4136,1.4108,1.4098,1.4095,1.4092,1.409,1.4086,1.4083,1.409,1.4114,1.4156,1.4216,1.4293,1.4386,1.4497,1.4624,1.4766,1.4924,1.5097,1.5284,1.5485,1.57,1.5927,1.6167,1.6418,1.6681,1.6954,1.7237,1.7531,1.7833,1.8144,1.8463,1.879,1.9125,1.9467,1.9815,2.017,2.0531,2.0898,2.127,2.1647,2.2029,2.2416,2.2807,2.3203,2.3602,2.4005,2.4412,2.4822,2.5235,2.5652,2.6071,2.6493,2.6918,2.7345,2.7775,2.8207,2.8641,2.9078,2.9516,2.9957,3.0399,3.0843,3.1289,3.1736,3.2185,3.2635,3.3087,3.354,3.3994,3.445
1.0873,1.0374,0.98748,0.93758,0.88768,0.8378,0.78794,0.73809,0.68826,0.63846,0.5887,0.53898,0.48931,0.43972,0.39024,0.34091,0.2918,0.24306,0.19496,0.14812,0.10426,0.069285,0.049346,0.027382,0.0056985,0.010891,0.023646,0.039574,0.057384,0.075761,0.093934,0.11128,0.12909,0.14719,0.16548,0.18304,0.20084,0.22391,0.25156,0.27866,0.30616,0.33342,0.36082,0.38819,0.41552,0.44297,0.47306,0.50632,0.54215,0.58008,0.61973,0.66079,0.703,0.74618,0.79016,0.83482,0.88005,0.92577,0.97192,1.0184,1.0653,1.1124,1.1597,1.2073,1.255,1.3029,1.351,1.3992,1.4475,1.496,1.5445,1.5931,1.6418,1.6906,1.7395,1.7884,1.8374,1.8864,1.9355,1.9846,2.0338,2.083,2.1322,2.1815,2.2308,2.2801,2.3295,2.3789,2.4283,2.4778,2.5272,2.5767,2.6262,2.6757,2.7253,2.7748,2.8244,2.874,2.9236,2.9732,3.0228,3.0725,3.1221,3.1718,3.2215,3.2711,3.3208,3.3705,3.4203,3.47,3.4875,3.4504,3.4136,3.3771,3.341,3.3052,3.2699,3.2349,3.2003,3.1661,3.1324,3.0991,3.0662,3.0338,3.0019,2.9705,2.9396,2.9093,2.8794,2.8502,2.8215,2.7935,2.766,2.7392,2.7131,2.6876,2.6628,2.6388,2.6154,2.5929,2.5711,2.5501,2.5299,2.5105,2.492,2.4744,2.4576,2.4215,2.3803,2.3394,2.2989,2.2588,2.2191,2.1798,2.1409,2.1026,2.0647,2.0273,1.9905,1.9543,1.9187,1.8838,1.8495,1.816,1.7832,1.7513,1.7202,1.6901,1.6609,1.6327,1.6055,1.5795,1.5547,1.5311,1.5087,1.4878,1.4682,1.4501,1.4335,1.4184,1.405,1.3933,1.3833,1.375,1.3684,1.3637,1.3609,1.3598,1.3595,1.3592,1.359,1.3586,1.3583,1.359,1.3615,1.3659,1.3721,1.38,1.3897,1.4012,1.4143,1.429,1.4453,1.4632,1.4825,1.5032,1.5253,1.5487,1.5733,1.5991,1.6261,1.6541,1.6831,1.7131,1.7441,1.7759,1.8085,1.8419,1.876,1.9108,1.9463,1.9824,2.0192,2.0564,2.0942,2.1325,2.1713,2.2105,2.2502,2.2903,2.3307,2.3715,2.4127,2.4542,2.496,2.538,2.5804,2.6231,2.666,2.7091,2.7525,2.7961,2.8399,2.8839,2.9281,2.9725,3.017,3.0618,3.1067,3.1517,3.1969,3.2422,3.2877,3.3333,3.379,3.4249
1.0857,1.0357,0.98574,0.93574,0.88575,0.83575,0.78575,0.73576,0.68576,0.63576,0.58577,0.53578,0.48579,0.4358,0.38581,0.33583,0.28585,0.23588,0.18593,0.13602,0.086207,0.036908,0.0092444,0.017774,0.032544,0.050222,0.068596,0.086933,0.10418,0.12194,0.14002,0.15831,0.17593,0.1937,0.21168,0.22983,0.24769,0.26711,0.29337,0.3205,0.348,0.37526,0.40266,0.43003,0.45736,0.4848,0.51265,0.54349,0.57702,0.6128,0.65045,0.68968,0.73022,0.77188,0.81447,0.85787,0.90195,0.94661,0.99179,1.0374,1.0834,1.1298,1.1764,1.2233,1.2705,1.3178,1.3654,1.4131,1.4609,1.5089,1.5571,1.6053,1.6537,1.7021,1.7506,1.7993,1.8479,1.8967,1.9455,1.9944,2.0433,2.0923,2.1413,2.1904,2.2395,2.2887,2.3379,2.3871,2.4363,2.4856,2.5349,2.5843,2.6336,2.683,2.7324,2.7819,2.8313,2.8808,2.9303,2.9798,3.0293,3.0788,3.1284,3.1779,3.2275,3.2771,3.3267,3.3763,3.426,3.4756,3.4544,3.4169,3.3797,3.3429,3.3064,3.2703,3.2345,3.1992,3.1642,3.1296,3.0955,3.0618,3.0285,2.9957,2.9634,2.9316,2.9003,2.8695,2.8393,2.8096,2.7805,2.752,2.7242,2.6969,2.6704,2.6445,2.6193,2.5948,2.5711,2.5482,2.526,2.5046,2.484,2.4643,2.4454,2.4275,2.4104,2.3938,2.3521,2.3107,2.2697,2.2291,2.1888,2.149,2.1095,2.0706,2.0321,1.9941,1.9567,1.9198,1.8836,1.848,1.8131,1.7789,1.7454,1.7128,1.681,1.6501,1.6202,1.5913,1.5634,1.5367,1.5111,1.4868,1.4638,1.4422,1.422,1.4033,1.3861,1.3706,1.3567,1.3445,1.3341,1.3255,1.3188,1.3139,1.3109,1.3098,1.3095,1.3092,1.309,1.3086,1.3083,1.309,1.3117,1.3162,1.3226,1.3308,1.3409,1.3528,1.3663,1.3816,1.3984,1.4169,1.4368,1.4582,1.481,1.505,1.5304,1.5569,1.5846,1.6133,1.6431,1.6738,1.7054,1.7379,1.7712,1.8053,1.8401,1.8756,1.9118,1.9485,1.9859,2.0237,2.0621,2.101,2.1404,2.1802,2.2204,2.261,2.3019,2.3432,2.3849,2.4268,2.4691,2.5116,2.5545,2.5975,2.6408,2.6844,2.7282,2.7721,2.8163,2.8607,2.9052,2.95,2.9949,3.0399,3.0851,3.1305,3.176,3.2216,3.2674,3.3132,3.3592,3.4053
1.0865,1.0365,0.98653,0.93658,0.88663,0.83668,0.78674,0.73682,0.6869,0.63699,0.5871,0.53723,0.48739,0.43758,0.38783,0.33814,0.28857,0.23917,0.19009,0.14164,0.094834,0.054073,0.043063,0.061431,0.079961,0.09709,0.1148,0.13286,0.15114,0.16882,0.18657,0.20453,0.22266,0.24058,0.25834,0.27625,0.2943,0.31234,0.3352,0.36234,0.38983,0.4171,0.44451,0.47186,0.49921,0.52663,0.55392,0.58258,0.61398,0.64772,0.68345,0.72089,0.75977,0.79989,0.84106,0.88315,0.92603,0.96959,1.0137,1.0584,1.1035,1.1491,1.195,1.2412,1.2877,1.3344,1.3814,1.4286,1.4759,1.5235,1.5711,1.619,1.6669,1.715,1.7632,1.8115,1.8598,1.9083,1.9568,2.0054,2.0541,2.1028,2.1516,2.2004,2.2493,2.2983,2.3473,2.3963,2.4454,2.4945,2.5436,2.5928,2.642,2.6912,2.7405,2.7898,2.8391,2.8884,2.9378,2.9871,3.0365,3.086,3.1354,3.1849,3.2343,3.2838,3.3333,3.3828,3.4324,3.4598,3.4217,3.3838,3.3463,3.3091,3.2722,3.2357,3.1996,3.1638,3.1285,3.0935,3.0589,3.0248,2.9911,2.9579,2.9252,2.893,2.8612,2.83,2.7994,2.7693,2.7398,2.7109,2.6826,2.6549,2.6279,2.6016,2.576,2.5512,2.527,2.5036,2.4811,2.4593,2.4383,2.4183,2.399,2.3807,2.3633,2.3468,2.3246,2.2828,2.2412,2.2001,2.1593,2.1189,2.0789,2.0393,2.0002,1.9616,1.9236,1.8861,1.8492,1.8129,1.7773,1.7424,1.7082,1.6749,1.6423,1.6107,1.58,1.5504,1.5218,1.4943,1.468,1.443,1.4193,1.397,1.3761,1.3567,1.339,1.3229,1.3085,1.2959,1.2851,1.2762,1.2691,1.2641,1.2609,1.2598,1.2595,1.2592,1.259,1.2586,1.2583,1.259,1.2618,1.2665,1.2731,1.2817,1.2922,1.3045,1.3185,1.3343,1.3518,1.3708,1.3914,1.4135,1.437,1.4618,1.4879,1.5151,1.5435,1.573,1.6035,1.635,1.6674,1.7006,1.7346,1.7694,1.8049,1.8411,1.8779,1.9153,1.9533,1.9918,2.0308,2.0703,2.1102,2.1505,2.1913,2.2324,2.2739,2.3157,2.3578,2.4003,2.443,2.486,2.5292,2.5727,2.6164,2.6604,2.7045,2.7489,2.7934,2.8382,2.8831,2.9281,2.9734,3.0187,3.0643,3.1099,3.1557,3.2016,3.2477,3.2938,3.3401,3.3864
1.0895,1.0397,0.98985,0.94007,0.89032,0.84059,0.7909,0.74126,0.69166,0.64212,0.59266,0.54331,0.49408,0.44502,0.3962,0.34771,0.29972,0.25251,0.20663,0.16317,0.12472,0.097394,0.091739,0.10766,0.1257,0.14397,0.16172,0.17943,0.19738,0.2155,0.23347,0.2512,0.26911,0.28715,0.30523,0.32298,0.34085,0.35885,0.3789,0.40419,0.43167,0.45894,0.48635,0.5137,0.54105,0.56846,0.59577,0.62323,0.65268,0.68451,0.71842,0.75412,0.79137,0.82996,0.86972,0.91048,0.95213,0.99454,1.0376,1.0813,1.1255,1.1702,1.2153,1.2608,1.3066,1.3527,1.399,1.4456,1.4924,1.5395,1.5867,1.634,1.6816,1.7292,1.777,1.8249,1.8729,1.9211,1.9693,2.0176,2.066,2.1144,2.163,2.2115,2.2602,2.3089,2.3577,2.4065,2.4554,2.5043,2.5532,2.6022,2.6512,2.7003,2.7494,2.7985,2.8477,2.8969,2.9461,2.9953,3.0446,3.0939,3.1432,3.1925,3.2419,3.2913,3.3407,3.3901,3.4249,3.4133,3.3894,3.3512,3.3133,3.2757,3.2385,3.2016,3.165,3.1289,3.0931,3.0577,3.0228,2.9883,2.9542,2.9205,2.8874,2.8547,2.8226,2.7909,2.7598,2.7293,2.6994,2.67,2.6413,2.6132,2.5858,2.559,2.533,2.5077,2.4831,2.4593,2.4363,2.4142,2.3928,2.3724,2.3528,2.3341,2.3163,2.2995,2.2837,2.2556,2.2135,2.1718,2.1305,2.0895,2.0489,2.0088,1.9691,1.9299,1.8912,1.8531,1.8155,1.7785,1.7422,1.7066,1.6717,1.6376,1.6043,1.5719,1.5405,1.51,1.4807,1.4524,1.4253,1.3995,1.3751,1.352,1.3305,1.3104,1.2921,1.2754,1.2604,1.2473,1.2361,1.2268,1.2195,1.2142,1.211,1.2098,1.2095,1.2092,1.209,1.2086,1.2083,1.2091,1.2119,1.2168,1.2238,1.2327,1.2435,1.2563,1.2709,1.2873,1.3054,1.3251,1.3464,1.3692,1.3934,1.419,1.4458,1.4739,1.5031,1.5333,1.5646,1.5968,1.63,1.6639,1.6987,1.7342,1.7704,1.8073,1.8448,1.8828,1.9215,1.9606,2.0002,2.0403,2.0808,2.1217,2.163,2.2046,2.2466,2.2889,2.3315,2.3744,2.4176,2.461,2.5047,2.5486,2.5928,2.6371,2.6816,2.7264,2.7713,2.8164,2.8616,2.907,2.9526,2.9982,3.0441,3.09,3.1361,3.1823,3.2286,3.275,3.3216,3.3682
1.0948,1.0452,0.99567,0.9462,0.89679,0.84744,0.79818,0.74901,0.69997,0.65106,0.60234,0.55384,0.50564,0.45782,0.41053,0.36396,0.31843,0.27445,0.23293,0.19541,0.16467,0.14508,0.14134,0.15462,0.1723,0.19022,0.20833,0.22636,0.24407,0.26196,0.27999,0.29812,0.31585,0.33371,0.35169,0.36977,0.38762,0.40547,0.424,0.44674,0.47351,0.50078,0.52819,0.55554,0.5829,0.6103,0.63761,0.66507,0.69283,0.7229,0.75508,0.78912,0.8248,0.86189,0.90024,0.93968,0.98008,1.0213,1.0633,1.106,1.1493,1.1931,1.2373,1.282,1.3271,1.3725,1.4182,1.4642,1.5104,1.5569,1.6036,1.6505,1.6976,1.7448,1.7922,1.8397,1.8873,1.9351,1.983,2.0309,2.079,2.1272,2.1754,2.2237,2.2721,2.3206,2.3691,2.4177,2.4663,2.515,2.5638,2.6126,2.6614,2.7103,2.7592,2.8082,2.8572,2.9062,2.9552,3.0043,3.0535,3.1026,3.1518,3.201,3.2502,3.2995,3.3487,3.3889,3.3764,3.3646,3.3535,3.319,3.2807,3.2427,3.2051,3.1678,3.1309,3.0944,3.0582,3.0224,2.987,2.9521,2.9176,2.8835,2.8499,2.8168,2.7842,2.7522,2.7206,2.6897,2.6593,2.6295,2.6003,2.5718,2.5439,2.5167,2.4902,2.4645,2.4395,2.4153,2.3919,2.3693,2.3475,2.3266,2.3067,2.2876,2.2695,2.2523,2.2362,2.221,2.1866,2.1444,2.1025,2.061,2.0198,1.9791,1.9388,1.899,1.8596,1.8208,1.7826,1.7449,1.7079,1.6715,1.6359,1.601,1.5669,1.5338,1.5015,1.4703,1.4401,1.411,1.3832,1.3566,1.3313,1.3075,1.2852,1.2644,1.2454,1.228,1.2125,1.1989,1.1872,1.1775,1.1699,1.1644,1.161,1.1598,1.1595,1.1592,1.159,1.1586,1.1583,1.1591,1.1621,1.1672,1.1744,1.1837,1.195,1.2083,1.2235,1.2405,1.2592,1.2797,1.3017,1.3253,1.3503,1.3766,1.4043,1.4332,1.4632,1.4942,1.5263,1.5593,1.5933,1.628,1.6635,1.6998,1.7367,1.7742,1.8124,1.8512,1.8904,1.9302,1.9704,2.0111,2.0521,2.0936,2.1354,2.1776,2.2201,2.2629,2.306,2.3494,2.393,2.4369,2.481,2.5253,2.5698,2.6146,2.6595,2.7046,2.7498,2.7953,2.8409,2.8866,2.9325,2.9785,3.0246,3.0708,3.1172,3.1637,3.2102,3.2569,3.3037,3.3506
